#node1,node2,combined_score
STAT5A,YY1,0.605
STAT5A,TCF3,0.428
STAT5A,ZAP70,0.559
STAT5A,TP53,0.755
STAT5A,STAT5B,0.949
STAT5A,TET1,0.53
STAT5A,TNF,0.671
STAT5B,YY1,0.584
STAT5B,TCF3,0.429
STAT5B,ZAP70,0.528
STAT5B,TP53,0.728
STAT5B,TET1,0.533
STAT5B,TNF,0.637
TAC1,TNF,0.653
TAP1,TAP2,0.999
TCF3,YY1,0.591
TCF3,TP53,0.488
TERT,XRCC1,0.409
TERT,TP53,0.902
TERT,THY1,0.4
TERT,XRCC3,0.411
TERT,TNF,0.446
TERT,XIAP,0.472
TERT,WT1,0.526
TET1,TP53,0.48
TET1,TRDMT1,0.547
TFPI2,TNFSF13,0.415
TFPI2,TP53,0.488
TFPI2,THBD,0.541
THBD,VWF,0.912
THBD,TLR9,0.524
THBD,WT1,0.403
THBD,TNF,0.629
THY1,TIMP1,0.632
THY1,VWF,0.593
THY1,TP53,0.506
THY1,TNF,0.619
TIMP1,TNFRSF1A,0.873
TIMP1,TIMP2,0.582
TIMP1,VWF,0.668
TIMP1,TP53,0.681
TIMP1,TNF,0.727
TIMP2,TP53,0.436
TIMP2,TNF,0.58
TLR6,TLR9,0.623
TLR6,TNF,0.756
TLR9,TNFRSF1A,0.486
TLR9,TP53,0.407
TLR9,TNF,0.896
TNF,TNFRSF1A,0.999
TNF,VWF,0.789
TNF,ZAP70,0.658
TNF,TP53,0.865
TNF,TNFSF13,0.623
TNF,XIAP,0.902
TNFRSF1A,TP53,0.741
TNFRSF1A,TNFSF13,0.827
TNFRSF1A,XIAP,0.853
TOP2A,YY1,0.608
TOP2A,TP53,0.843
TOP2A,TYMS,0.96
TOP2A,TRDMT1,0.521
TP53,YY1,0.942
TP53,XRCC1,0.75
TP53,ZAP70,0.55
TP53,UGT1A1,0.497
TP53,XRCC3,0.518
TP53,XRCC4,0.693
TP53,TYMS,0.774
TP53,USP42,0.835
TP53,XIAP,0.836
TP53,WT1,0.983
TPMT,UGT1A1,0.738
TPMT,TYMS,0.595
TYMS,XRCC1,0.497
TYMS,UGT1A1,0.507
TYMS,XRCC3,0.479
XRCC1,XRCC3,0.911
XRCC1,XRCC4,0.94
XRCC3,XRCC4,0.798
